3	6	2	128.944	-86.8956	-66.0025	-68.6967	40.9762	-11.0605	30.1875	25.405	247.071	-33.1832	-238.573	-41.6342	192.267	187.825	4.13281	-9.77364	126.887	68.567	37.9943	-99.552	247.071	-33.1832	-238.573	-41.6342	503.528	40.8684	188.235	-464.578	192.267	187.825	4.13281	-9.77364	84.4435	62.6418	52.977	12.9333	126.887	68.567	37.9943	-99.552	78.7633	-14.4487	49.4629	-58.667	833.32	180.83
3	7	2	30.2136	-27.0528	13.4233	-0.906136	282.102	-15.432	49.1545	277.357	445.239	-102.684	-12.6517	-432.699	201.048	23.0677	-50.325	-193.213	35.164	-6.38604	30.6825	15.6976	587.846	168.874	-119.797	550.125	445.239	-102.684	-12.6517	-432.699	219.688	21.755	62.3327	208.872	244.211	0.179021	-64.0197	235.342	201.048	23.0677	-50.325	-193.213	135.882	-41.3088	28.4184	-125.995	75.7802	-45.4889	-8.68205	-59.1116	623.7	109.36
3	5	2	58.1987	19.9385	18.5747	51.425	38.2282	-35.5686	-7.04706	-12.1077	201.688	28.5265	-186.481	-68.1857	189.506	59.5974	169.127	59.6883	108.096	35.7891	-74.6991	-69.2963	201.688	28.5265	-186.481	-68.1857	189.506	59.5974	169.127	59.6883	108.096	35.7891	-74.6991	-69.2963	125.79	12.0745	-54.5599	-112.558	53.186	-34.1197	-39.4395	-6.90381	558.83	189.24
3	5	2	93.817	-82.5881	-24.9688	-36.8429	337.335	83.7383	71.9755	318.751	746.856	361.869	119.117	-635.101	420.645	190.637	-46.8541	-371.727	243.777	14.9527	56.0291	236.615	746.856	361.869	119.117	-635.101	420.645	190.637	-46.8541	-371.727	238.44	145.65	-70.7167	-174.19	317.274	-81.7118	-17.809	-305.208	243.777	14.9527	56.0291	236.615	880.81	612.73
3	5	2	112.533	-23.3578	105.341	-31.9564	33.8627	-11.7236	-29.4202	-11.9871	297.6	2.50515	-120.444	271.011	83.8312	-55.0734	39.2005	-48.2583	69.1242	32.187	-55.4676	23.3156	297.6	2.50515	-120.444	271.011	80.7345	30.2899	68.6005	28.9457	83.8312	-55.0734	39.2005	-48.2583	69.1242	32.187	-55.4676	23.3156	45.8768	41.1802	-19.5379	0	372.77	65.64
3	6	2	177.275	-130.71	-119.733	2.30444	216.615	124.108	31.1616	-174.78	278.326	-234.201	-85.6472	-120.181	148.516	120.165	85.9682	-5.17231	98.5117	70.6974	45.7148	50.7277	278.326	-234.201	-85.6472	-120.181	148.516	120.165	85.9682	-5.17231	151.122	-140.761	40.5668	-24.5777	166.54	105.579	88.9278	-92.3346	216.615	-113.416	-4.60641	-183.555	98.5117	70.6974	45.7148	50.7277	879.35	259.94
3	5	2	95.7367	-30.3558	82.087	-38.8041	304.673	144.036	-226.809	143.654	362.877	-106.525	342.905	49.7091	281.972	-245.466	62.8327	-108.473	107.433	-83.2973	66.6176	-10.8982	362.877	-106.525	342.905	49.7091	281.972	-245.466	62.8327	-108.473	150.979	128.301	32.0781	68.0213	107.433	-83.2973	66.6176	-10.8982	55.875	22.6084	40.0607	31.1019	897.36	377.69
3	8	2	62.7382	-21.8193	-51.292	-28.7947	43.247	27.1572	-2.12257	-33.59	201.134	45.7739	129.074	-147.136	225.003	-55.9805	64.1881	207.43	205.727	-40.42	-19.5048	-200.651	162.542	82.753	-134.431	35.8189	200.961	-33.6451	136.773	-142.574	201.134	45.7739	129.074	-147.136	312.317	-75.3797	89.8209	-289.31	225.003	-55.9805	64.1881	207.43	116.858	-77.8775	15.2677	85.2625	205.727	-40.42	-19.5048	-200.651	57.1781	33.2652	-27.1211	37.3745	805.25	221.94
3	7	3	217.297	-29.044	45.9979	210.378	77.3243	27.1073	-0.379528	72.4161	58.4877	19.651	-10.7099	54.0365	557.872	410.591	-37.0533	372.218	203.28	162.371	66.3642	101.009	79.3739	21.107	51.2324	56.3248	1458.18	-730.593	-373.502	1204.71	557.872	410.591	-37.0533	372.218	1529.06	-273.113	200.638	-1490.47	203.28	162.371	66.3642	101.009	159.469	87.7024	46.442	124.592	79.3739	21.107	51.2324	56.3248	73.0493	14.7498	38.0513	-60.0628	1942.55	317.01
3	5	2	151.552	-59.3963	60.2572	125.735	150.916	-21.3997	38.2393	144.414	118.619	-52.5577	-101.15	-31.8622	160.299	12.5769	-85.6515	134.314	227.727	75.5965	-9.72954	214.272	118.619	-52.5577	-101.15	-31.8622	160.299	12.5769	-85.6515	134.314	227.727	75.5965	-9.72954	214.272	138.881	-11.2624	-60.1141	-124.297	171.258	4.10869	44.1492	165.207	382.28	145.02
3	5	2	78.0591	-42.8401	61.2682	-22.4535	198.853	24.9833	-77.5133	-181.411	819.004	284.951	-76.1083	-763.774	223.994	-39.5109	-124.543	181.359	90.0103	-54.1256	-52.6514	-47.6267	1371.81	-2.36171	737.186	1146.48	819.004	284.951	-76.1083	-763.774	223.994	-39.5109	-124.543	181.359	267.104	-3.42709	-87.3728	252.147	90.0103	-54.1256	-52.6514	-47.6267	1325.74	412.77
3	5	2	55.4176	-47.3632	8.50091	-27.4877	70.0629	40.0823	3.77887	57.3405	130.728	82.8452	67.5436	75.1277	88.9034	-6.27928	84.4669	-22.4462	336.002	60.3044	40.6397	327.794	581.858	-215.865	-178.74	-509.426	666.966	220.047	-125.116	616.494	130.728	82.8452	67.5436	75.1277	88.9034	-6.27928	84.4669	-22.4462	336.002	60.3044	40.6397	327.794	797.7	143.34
