2	5	2	102	45.4945	-21.0301	88.837	47.0574	1.05446	30.2917	35.9957	468.38	223.831	177.696	369.912	67.4769	-57.1979	31.8136	-11.0474	377.188	-333.062	-12.8601	-164.343	468.38	223.831	177.696	369.912	152.952	10.9222	-149.772	-14.2876	67.4769	-57.1979	31.8136	-11.0474	65.7964	-27.5965	-41.4665	-42.1271	884.53	105.96
2	5	2	107.006	21.3531	23.3481	102.221	33.6813	21.4398	18.5028	18.2318	108.558	-23.3582	87.7338	-58.5566	174.528	8.43926	-55.1682	-165.072	98.1994	-96.4696	13.3579	9.07033	108.558	-23.3582	87.7338	-58.5566	169.839	47.9735	-51.0033	-154.271	69.0906	-57.4998	-37.2293	1.71268	174.528	8.43926	-55.1682	-165.072	382.51	85.56
2	5	2	100.768	-91.4093	28.7369	-31.1884	80.3764	80.0036	-6.65559	-3.93529	200.22	110.827	-66.5835	152.341	76.4401	-47.0986	-47.8768	-34.3166	200.22	110.827	-66.5835	152.341	76.4401	-47.0986	-47.8768	-34.3166	70.1995	41.5871	-46.0242	32.3935	62.2906	-41.9416	44.733	2.76033	110.5	-28.901	-43.9966	-96.7801	372.44	131.24
2	5	2	81.9772	34.2165	3.91766	74.3918	51.7432	-9.04358	25.228	-44.2619	198.045	-17.8319	-91.631	174.577	75.4434	26.7534	70.0554	-2.62519	183.957	-114.389	-0.410963	141.601	198.045	-17.8319	-91.631	174.577	75.4434	26.7534	70.0554	-2.62519	298.41	-21.4588	66.7138	289.797	85.6579	14.3833	-58.8272	59.5898	413.37	88.75
2	5	2	20.763	-20.038	-5.19328	1.61624	83.974	-55.4372	2.6404	-63.0188	174.731	-83.8242	149.435	-33.2743	227.757	58.9113	-58.8644	211.535	174.731	-83.8242	149.435	-33.2743	173.691	94.7847	-38.9617	139.804	212.694	-4.52597	-90.0764	190.981	227.757	58.9113	-58.8644	211.535	58.8966	-5.93841	-52.2335	25.6862	499.86	90.32
2	5	2	313.476	77.3275	-61.6416	297.47	138.639	-48.8707	-69.0076	-109.865	96.543	-63.6427	-62.6569	-29.6335	74.4867	-46.4741	28.9813	-49.082	1143.09	-93.8618	384.88	1070.71	96.543	-63.6427	-62.6569	-29.6335	74.4867	-46.4741	28.9813	-49.082	55.5897	3.93771	-53.9966	-11.3978	170.057	46.1529	24.5582	161.455	646.66	153.64
2	6	2	110.164	31.0783	-12.1257	-104.991	47.4904	-35.9171	-28.2568	-12.9164	136.039	-45.4154	100.56	-78.7695	102.821	-2.41058	45.2659	92.1254	446.406	70.4938	-288.317	-332.992	301.345	-36.7686	135.914	-266.012	136.039	-45.4154	100.56	-78.7695	157.201	34.9159	52.7394	-143.852	102.821	-2.41058	45.2659	92.1254	46.1316	10.7491	43.3986	4.92802	701.24	62.62
2	5	2	146.174	82.2822	5.85187	-120.674	454.191	-96.3156	-17.486	443.517	108.589	80.2881	57.5612	-44.8838	129.613	34.3877	-23.3748	-122.594	247.408	-213.192	-99.4807	75.3385	108.589	80.2881	57.5612	-44.8838	383.229	-19.0315	78.7222	-374.536	252.516	31.6144	63.0477	-242.344	129.613	34.3877	-23.3748	-122.594	527.15	95.88
2	5	2	148.472	-70.9441	-98.0818	85.9693	134.06	8.49854	-33.5916	129.505	498.766	54.4505	113.649	482.34	330.74	45.098	-51.4402	323.558	183.477	-182.733	-1.5702	7.49444	180.343	-140.714	67.5552	87.9073	498.766	54.4505	113.649	482.34	330.74	45.098	-51.4402	323.558	94.3897	18.0324	-55.3781	73.6802	591.5	180.77
2	5	2	242.261	54.0393	107.233	210.407	149.374	-53.0922	-41.683	-133.253	127.619	51.7271	97.2601	-63.4348	71.5396	-42.0071	32.7093	47.0694	1996.5	42.8139	-475.506	-1938.04	127.619	51.7271	97.2601	-63.4348	306.846	-35.7324	-64.0006	-297.548	71.5396	-42.0071	32.7093	47.0694	73.181	-32.6461	-33.5192	55.7852	760.92	381
